chuboe_rfq_id,chuboe_buyer_id,c_bpartner_id,ad_user_id,chuboe_mpn,chuboe_mfr_text,qty,cost,c_currency_id,chuboe_date_code,chuboe_moq,chuboe_spq,chuboe_packaging_id,chuboe_lead_time,c_country_id,chuboe_rohs,chuboe_note_public
1130292,Jake Harris,1000491,,0251002.MRT1L,pulse,13827,2.000,USD,07+/09+/10+/15+/17+,,,,STOCK,,N,25 pcs per FULL tube.
1130292,Jake Harris,1000491,,0251002.MRT1L,,3000,0.090,USD,MIXED,,,,STOCK,,Y,oldest dc 97+
1130292,Jake Harris,1000491,,0251002.MRT1L,Diodes Inc,72,0.034,USD,1707,,,,STOCK,,Y,Full reel
1130292,Jake Harris,1000491,,0251002.MRT1L,Intersil Corp,504,1.389,USD,N/A,,,,STOCK,,N,"2 tubes (24,48)."
1130292,Jake Harris,1000491,,0251002.MRT1L,GEN SEMI,100,0.200,USD,0412,,,,STOCK,,N,parts on original reel
1130292,Jake Harris,1000491,,0251002.MRT1L,Analog Devices,3000,1.533,USD,15+,,,,d reserve the right to renegot,TH,Y,"6 packs: x 3000pcs & 233pcs (DC 1613), 1099pcs (DC 1525), 1896pcs (DC 1517), 1500pcs (DC 1623) & 1105pcs (DC 1544)."
1130577,Jake Harris,1002274,,VS-80CPQ150-N3,,175,1.35,USD,tube,,,,stock,,,Quoted MPN: 175PCS.
1130577,Jake Harris,1004090,,TPS73801DCQR,,250,1.6,USD,QR,,,,stock,,,
1130292,Jake Harris,1003019,,J0011D21BNL,pulse,135,3.50,USD,07+ MFG,,,,zell ( Chip 1 USA ),,,
1130577,Jake Harris,1005611,,B72510E300K62,,4100,05,USD,14,,,,,,,
1130577,Jake Harris,1001208,,BCP53-16TF,S K F Engineering,30,0.30,USD,Nexperia with certs,,,,Stock,CN,,
1130292,Jake Harris,1002611,,RMCP2010FT22R0,,10,10,USD,NA but is ROHS with,,,,,,,
1130577,Jake Harris,1002611,,NTCS0603E3103FHT,,425,0.3,USD,NA but it is ROHS,,,,,,,
1130577,Jake Harris,1000994,,BCP53-16TX,,29,0.29,USD,,,,,sville,,,as listed online there is a $250. line min order.
1130577,Jake Harris,1003092,,LM2585S-5.0/NOPB,,20,5.00,USD,20pcs,,,,Stock,,,
1130577,Jake Harris,1008005,,BCP53-16TX,,1,0.49,USD,900 pcs are 1809 d/c,,,,ered original factory traceabl,,,
1130577,Jake Harris,1008005,,BCP53-16TX,,4,0.49,USD,RoHS,,,,ered original factory traceabl,,,
1130292,Jake Harris,1003059,,DG403DY-T1-E3,,30,1.45,USD,Partial reel COO,,,,stock,PH,,All quotes/orders may be subject to Tariffs/import costs **
1130577,Jake Harris,1002482,,PCL03,,25,1.25,USD,-,,,,STOCK,,,Quoted MPN: PCL037-4.
1130577,Jake Harris,1000944,,FZT751,,3700,0.12,USD,,,,,stock,,,Quoted MPN: FZT751TA.
1130577,Jake Harris,1000455,,HCF4093M013TR,,14,0.14,USD,,,,,,,,Quoted MPN: HCF4093M013TR.
1130577,Jake Harris,1000944,,80CPQ150PBF,,90,4.00,USD,,,,,stock,,,
1130577,Jake Harris,1002595,,B340-13-F,,15400,0.02,USD,/ ROHS / PBF 15400,,,,,,,
1130577,Jake Harris,1000944,,HCF4093M013TR,,21400,0.30,USD,,,,,stock,,,
1130292,Jake Harris,1002595,,594D127X0020R2T,,316,0.80,USD,/ ROHS / PBF 316 pc,,,,,,,
1130577,Jake Harris,1000944,,TPS73801DCQR,,70,1.00,USD,QR,,,,stock,,,
1130577,Jake Harris,1000453,,LM2903AVQDR,Avon Protection,60,3.34,USD,/ Rohs,,,,building a more resilient worl,,,Quoted MPN: LM2903AVQDRG4Q1.
1130577,Jake Harris,1008005,,LM2591HVS-5.0/NOPB,,190,14.90,USD,1x Reel of 500 pcs,1,,,in stock,,,
1130577,Jake Harris,1002595,,80CPQ150PBF,,16,7.82,USD,/ PBF / ROHS 16 pc,,,,,,,
1130577,Jake Harris,1001167,,ADUM4400BRWZ,,50,50,USD,,,,,,,,
1130577,Jake Harris,1003092,,LM2591HVS-5.0/NOPB,,5,10.00,USD,5pcs,,,,Stock,,,
1130577,Jake Harris,1003110,,80CPQ150PBF,,250,5.00,USD,,,,,in stock,,,
1130577,Jake Harris,1002595,,SN74HC573AQDWRQ1,,30,50.00,USD,/ ROHS / PBF 5 pcs,,,,,,,
1130577,Jake Harris,1013055,,LM2903AVQDR,,22,10.00,USD,,,,,,,,Quoted MPN: A2GLOBALELECTRONICS.COM.
1130577,Jake Harris,1000455,,LM2591HVSX-5.0/NOPB,,07,3.55,USD,Rohs,,,,Stock,,,Quoted MPN: 07+-DC.
1130577,Jake Harris,1002571,,IXDD609SI,,160,0.89,USD,,,,,Stock,,,
1130577,Jake Harris,1002482,,LM2591HVS-5.0/NOPB,,3,20.00,USD,,,,,,,,
1130577,Jake Harris,1004598,,IXDD609SI,Avon Protection,100,1,USD,Ship Date Request Da,,,,changes without notice. For im,,,
1130577,Jake Harris,1000453,,LM2591HVS-5.0/NOPB,Avon Protection,35,5,USD,,,,,building a more resilient worl,,,
1130462,Jake Harris,1004090,,MMA8451QR1,,5000,0.7,USD,,,,,stock,,,
1130462,Jake Harris,1010816,,ADS1115IDGSR,Avon Protection,1868,103,USD,Delta-Sigma 860sps 1,,,,s,,,
1130462,Jake Harris,1007830,,TPS63020DSJR,,5000,0.68,USD,,,,,STOCK,,,
1130462,Jake Harris,1002482,,ADS1115IDGSR,,2020,1.35,USD,-,,,,STOCK,,,
1130462,Jake Harris,1002469,,ADS1115IDGSR,,1131,1,USD,2328 NON FACTORY RE,,,,,,,
1130577,Jake Harris,1006047,,SPP11N80C3,,300,70,USD,stock / rohs,,,,s Tony Stratopoulos,,,Quoted MPN: H4S-1P7.
1130577,Jake Harris,1004406,,HCF4093M013TR,,50,0.50,USD,,,,,Stock,,,
1130292,Jake Harris,1002612,,TG110-S050N2LFTR,,750,0.75,USD,,,,,stock,,,
1130292,Jake Harris,1003082,,MPZ2012S101AT000,,8580,0.025,USD,,,,,stock,,,
1130577,Jake Harris,1000994,,BCP53-16TX,,17,0.22,USD,,,,,sville,,,as listed online there is a $250. line min order.
1130577,Jake Harris,1005947,,BAT54S-7-F,Diodes Inc,3000,0.0160,USD,N/A PACKAGING,,,REEL,,,,
1130577,Jake Harris,1005947,,BAT54S-7-F,Diodes Inc,2130,0.0160,USD,N/A PACKAGING,,,REEL,,,,
1130577,Jake Harris,1005947,,BAT54S-7-F,Diodes Inc,300,0.0160,USD,1530 PACKAGING,,,CUT TAPE Thank you for choosing Akira Global,,,,
1130577,Jake Harris,1003800,,ECS-200-20-5PXDU-TR,,181,200,USD,,,,,stock,,,
1130577,Jake Harris,1005947,,B340-13-F,Diodes Inc,1774,0.14 each,USD,N/A,,,REEL,Stock ships same day,,,
1130577,Jake Harris,1005947,,IXDD609SI,IXYS Corp,32000,0.80 each,USD,,,,,Stock ships same day,,,Quoted MPN: IXDD609SIA.
1130577,Jake Harris,1004875,,LM2591HVSX-5.0/NOPB,,152,0.95 STG EACH,USD,0706,,,TO263-5,,,,
1130292,Jake Harris,,,L50QS125,,3,209.99,USD,,,,,,,,[VENDOR NOT IN DB: Accord Technologies <accordtec@gmail.com>]
1130292,Jake Harris,,,FWH-125B,,30,119.99,USD,,,,,,,,[VENDOR NOT IN DB: Accord Technologies <accordtec@gmail.com>]
1130292,Jake Harris,1003601,,TG110-S050N2-RLTR,Halo Electronics,500,1.50,USD,21+,,,,stock,CN,,
1130292,Jake Harris,1003601,,TG110-S050N2-RLTR,Halo Electronics,250,1.425,USD,05+,,,,stock,CN,,
1130577,Jake Harris,1002482,,SM24CANB-02HTG,,10,6.00,USD,-,,,,,,,
1130577,Jake Harris,1002482,,ISO7740DW,,5,12.00,USD,-,,,,,,,Quoted MPN: ISO7740DWR.
1130577,Jake Harris,1002482,,ISO7740DW,,2020,12.00,USD,5 PCS-ROHS-,,,,STOCK,,,Quoted MPN: ISO7740DWR.
1130292,Jake Harris,1005513,,DG403DY-T1-E3,,2,2,USD,new,,,,,,,
NEEDS_RFQ,Jake Harris,1002482,,IMZ120R030M1HXKSA1,,2149,4.50,USD,ROHS -,,,,STOCK,,,[NEEDS_RFQ - no match in 14 days]
1130577,Jake Harris,1002482,,SM24CANB-02HTG,,12,5.00,USD,LITTLE FUSE - ROHS 1,,,,,,,
1130577,Jake Harris,1000453,,2220YA250472KXTB16,Avon Protection,3000,2,USD,,,,,building a more resilient worl,,,
1130292,Jake Harris,1000453,,MPZ2012S101AT000,Avon Protection,5400,0.04,USD,1142pc,,,,building a more resilient worl,,,
NEEDS_RFQ,Jake Harris,1002892,,TG110-S050N2LFTR,Avon Protection,252,0.87,USD,,,,,. All sales subject to Braun E,,Y,"[NEEDS_RFQ - no match in 14 days] Full Five year warranty for form, fit, function, authenticity, and new condition."
1130577,Jake Harris,1000494,,BTS723GW,Industrial Label,35,2.35,USD,0814 RoHS unknown,,,,,,,
1130292,Jake Harris,1003324,,FWH-125B,,7,95,USD,,,,,In stock,,,
1130577,Jake Harris,1004574,,P600M,,18500,15,USD,200/BOX BULK at,,,,STOCK,,,
1130577,Jake Harris,1002611,,LM2903AVQDR,,63,9.5,USD,14+ 63pcs IC T,,,,,,,Quoted MPN: LM2903AVQDRG4Q1.
1130577,Jake Harris,1002611,,LM2901AVQDR,,325,2.1,USD,15+ 325pcs IC,,,,,,,Quoted MPN: LM2901AVQDRQ1.
1130577,Jake Harris,1003216,,80CPQ150PBF,Avon Protection,261,2.00,USD,08+ VISHAY B,,,,s ·Beste groeten ·Mit freundli,,,
1130292,Jake Harris,1004137,,DG403DYZ,new and factory original parts,22,3,USD,10+ 22 PCS PRICE,,,,d.,,,
1130577,Jake Harris,1000453,,80CPQ150PBF,Avon Protection,38,5.25,USD,,,,,building a more resilient worl,,,
1130577,Jake Harris,1000944,,P600M,,5500,0.17,USD,,,,,stock,,,Quoted MPN: P600MTR.
1130350,Jake Harris,1002426,,BCM5221A4KPTG,,200,6.00,USD,Best,,,,,,,Quoted MPN: 200PCS.
1130350,Jake Harris,1001208,,BCM5221A4KPTG,S K F Engineering,200,4.93,USD,Broadcom with trace,,,,In Stock,,,
1130588,Jake Harris,1001118,,LCMXO3LF-2100C-5BG256C,Lattice Semiconductor Corp,476,5.80000,USD,2241+ COO MY,,119,,2,,,"EXW TH, Lot code removed, Site approval is required"
1129833,Jake Harris,1001118,,T405-600H,STMICRO,2775,0.31000,USD,18+,,3000,,2,,,"lot code removed, EXW Oradea. no F/S, Site approval is required."
